"","Position","Age","League_from","League_to","Season","Market_value","Transfer_fee","Price_diff"
"4287","Defensive Midfield",22,"Premier League","Bundesliga","2017",18,19,1
"4288","Centre-Back",26,"LaLiga","Serie A","2017",18,18,0
"4289","Defensive Midfield",20,"Liga NOS","Championship","2017",10,17.9,7.9
"4290","Centre-Forward",29,"Bundesliga","Premier League","2017",18,17.8,-0.199999999999999
"4291","Centre-Back",19,"Super League","Bundesliga","2017",5,17.5,12.5
"4292","Centre-Forward",24,"Championship","Championship","2017",5,17.1,12.1
"4293","Defensive Midfield",31,"Serie A","Serie A","2017",20,17,-3
"4294","Centre-Forward",31,"Premier League","Premier League","2017",20,17,-3
"4295","Centre-Back",30,"Bundesliga","Serie A","2017",15,17,2
"4296","Centre-Back",23,"Bundesliga","Bundesliga","2017",15,17,2
"4297","Centre-Back",24,"Bundesliga","Bundesliga","2017",14,17,3
"4298","Centre-Forward",24,"Eredivisie","Premier League","2017",8.5,17,8.5
"4299","Defensive Midfield",23,"Serie A","Premier League","2017",7.5,17,9.5
"4300","Centre-Forward",24,"Bundesliga","Bundesliga","2017",7,17,10
"4301","Left Winger",19,"Ligue 1","Ligue 1","2017",2.5,17,14.5
"4302","Attacking Midfield",24,"Premier League","Premier League","2017",25,16.9,-8.1
"4303","Central Midfield",20,"LaLiga","LaLiga","2017",10,16.5,6.5
"4304","Centre-Back",23,"Serie A","Premier League","2017",7.5,16.4,8.9
"4305","Centre-Forward",25,"Championship","Premier League","2017",6,16.4,10.4
"4306","Left Midfield",26,"Championship","Premier League","2017",2.5,16.3,13.8
"4307","Centre-Forward",26,"Serie A","LaLiga","2017",15,16,1
"4308","Left-Back",27,"LaLiga","Ligue 1","2017",10,16,6
"4309","Centre-Back",21,"Ligue 1","Premier Liga","2017",7,16,9
"4310","Central Midfield",27,"Süper Lig","Premier League","2017",7,16,9
"4311","Centre-Forward",20,"Ligue 1","Bundesliga","2017",3,16,13
"4312","Right Winger",20,"Bundesliga","Premier League","2017",7,15.2,8.2
"4313","Centre-Forward",32,"Premier League","Premier League","2017",6,15.1,9.1
"4314","Left-Back",24,"Bundesliga","Serie A","2017",17,15,-2
"4315","Left Winger",25,"Jupiler Pro League","Premier League","2017",14,15,1
"4316","Centre-Forward",29,"Liga NOS","Ligue 1","2017",12,15,3
"4317","Centre-Back",23,"Eredivisie","Ligue 1","2017",10,15,5
"4318","Centre-Forward",22,"Serie A","Serie A","2017",10,15,5
"4319","Defensive Midfield",29,"LaLiga","Premier League","2017",9,15,6
"4320","Centre-Forward",21,"Primera División","Premier Liga","2017",8,15,7
"4321","Second Striker",23,"Serie A","Serie A","2017",6,15,9
"4322","Defensive Midfield",26,"Premier League","LaLiga","2017",12,14,2
"4323","Centre-Forward",20,"Premier League","LaLiga","2017",10,14,4
"4324","Centre-Back",23,"Liga NOS","LaLiga","2017",9,14,5
"4325","Right-Back",22,"Eredivisie","Serie A","2017",9,14,5
"4326","Central Midfield",20,"Serie A","Ligue 1","2017",3,14,11
"4327","Centre-Forward",27,"Premier League","Premier League","2017",10,13.7,3.7
"4328","Centre-Back",24,"Championship","Premier League","2017",8,13.7,5.7
"4329","Central Midfield",26,"Championship","Serie A","2017",10,13.5,3.5
"4330","Right Winger",20,"Süper Lig","Serie A","2017",5,13.4,8.4
"4331","Centre-Forward",28,"Premier League","Premier League","2017",18,13,-5
"4332","Left Winger",22,"Süper Lig","Bundesliga","2017",11,13,2
"4333","Central Midfield",21,"1.HNL","Serie A","2017",10,13,3
"4334","Central Midfield",25,"Eredivisie","Premier League","2017",10,13,3
"4335","Centre-Forward",30,"Bundesliga","Bundesliga","2017",9,13,4
"4336","Centre-Forward",22,"Ligue 1","Premier League","2017",5.5,13,7.5
"4337","Left Winger",20,"Bundesliga","LaLiga","2017",5,13,8
"4339","Central Midfield",28,"LaLiga","Premier League","2017",12,12.5,0.5
"4340","Right-Back",27,"Serie A","Serie A","2017",11,12.5,1.5
"4341","Centre-Back",28,"Süper Lig","LaLiga","2017",11,12.5,1.5
"4342","Left Winger",27,"LaLiga","Bundesliga","2017",10,12.5,2.5
"4343","Centre-Back",28,"Bundesliga","Bundesliga","2017",7,12.5,5.5
"4344","Left Winger",20,"Serie A","Premier League","2017",2,12.4,10.4
"4345","Attacking Midfield",24,"Championship","Premier League","2017",5,12.35,7.35
"4346","Attacking Midfield",18,"Primera División","MLS","2017",6.5,12.28,5.78
"4347","Goalkeeper",27,"Premier League","Serie A","2017",17,12.2,-4.8
"4348","Centre-Back",27,"Bundesliga","Bundesliga","2017",16,12,-4
"4349","Central Midfield",21,"Bundesliga","Bundesliga","2017",15,12,-3
"4350","Right Winger",23,"Premier League","LaLiga","2017",12,12,0
"4351","Attacking Midfield",21,"LaLiga","LaLiga","2017",10,12,2
"4352","Right-Back",24,"Serie A","Serie A","2017",8.5,12,3.5
"4353","Centre-Forward",31,"Bundesliga","Super League","2017",5,12,7
"4354","Defensive Midfield",20,"Super League","Bundesliga","2017",4,12,8
"4355","Left Winger",22,"Serie A","Premier Liga","2017",1.5,12,10.5
"4357","Centre-Back",23,"Serie A","LaLiga","2017",9,11.8,2.8
"4358","Centre-Forward",27,"Championship","Championship","2017",10,11.7,1.7
"4359","Goalkeeper",30,"Premier League","Premier League","2017",8,11.5,3.5
"4360","Centre-Forward",29,"Serie A","Primera División","2017",4.5,11.5,7
"4361","Centre-Forward",26,"Ligue 1","Championship","2017",7.5,11.3,3.8
"4362","Right Winger",22,"Championship","Premier League","2017",1,11.3,10.3
"4363","Right Winger",24,"Premier League","Ligue 1","2017",18,11,-7
"4364","Centre-Back",26,"Premier League","LaLiga","2017",13,11,-2
"4365","Left Winger",20,"Ligue 1","Ligue 1","2017",12,11,-1
"4366","Left-Back",20,"Serie A","LaLiga","2017",10,11,1
"4367","Centre-Forward",27,"Serie A","Ligue 1","2017",10,11,1
"4368","Attacking Midfield",28,"LaLiga","Super League","2017",8,11,3
"4369","Centre-Forward",30,"Serie A","J1 League","2017",4,11,7
"4370","Attacking Midfield",19,"1.HNL","Premier League","2017",4,10.8,6.8
"4371","Centre-Back",27,"Bundesliga","LaLiga","2017",15,10.5,-4.5
"4372","Central Midfield",20,"Primera División","Serie A","2017",6,10.5,4.5
"4373","Right Winger",21,"Serie A","Ligue 1","2017",0.5,10.5,10
"4374","Centre-Forward",25,"Championship","Premier League","2017",3,10.2,7.2
"4375","Defensive Midfield",29,"Bundesliga","Ligue 1","2017",12,10,-2
"4376","Central Midfield",21,"Serie A","Serie A","2017",12,10,-2
"4377","Defensive Midfield",27,"LaLiga","Bundesliga","2017",10,10,0
"4378","Central Midfield",22,"Serie A","Serie A","2017",9.5,10,0.5
"4379","Centre-Forward",28,"Premier League","Ligue 1","2017",8,10,2
"4380","Right Winger",21,"Premier League","Ligue 1","2017",8,10,2
"4381","Centre-Forward",19,"Jupiler Pro League","Bundesliga","2017",6.5,10,3.5
"4382","Centre-Back",26,"LaLiga","Premier League","2017",5,10,5
"4383","Centre-Forward",25,"Serie A","Serie A","2017",4.5,10,5.5
"4384","Left Winger",20,"Ligue 1","Serie A","2017",4,10,6
"4385","Centre-Forward",24,"Ligue 1","Ligue 1","2017",3,10,7
"4386","Right Winger",22,"Ligue 1","Ligue 1","2017",3,10,7
"4387","Right Winger",20,"Ligue 1","Ligue 1","2017",3,10,7
"4388","Centre-Forward",21,"Ligue 1","Ligue 1","2017",1.5,10,8.5
"4389","Central Midfield",20,"LaLiga","Ligue 1","2017",0.8,10,9.2
"4390","Attacking Midfield",22,"Serie A","Liga NOS","2017",7.5,9.69,2.19
"4391","Left Midfield",25,"Primera División","Liga NOS","2017",7,9.59,2.59
"4392","Central Midfield",27,"Premier League","Premier League","2017",8,9.3,1.3
"4393","Centre-Forward",27,"Liga NOS","Championship","2017",3,9.13,6.13
"4394","Central Midfield",22,"Championship","Premier League","2017",8,9.1,1.1
"4395","Right Winger",25,"Championship","Premier League","2017",7,9.1,2.1
"4396","Central Midfield",26,"Premier League","Premier League","2017",5,9.1,4.1
"4397","Defensive Midfield",28,"Premier League","Premier League","2017",5,9.1,4.1
"4398","Centre-Forward",28,"Premier Liga","Bundesliga","2017",7,9,2
"4399","Right Winger",24,"Primera División","Premier Liga","2017",7,9,2
"4400","Left-Back",23,"Championship","Premier League","2017",7,9,2
"4401","Attacking Midfield",26,"Championship","Serie A","2017",6,9,3
"4402","Centre-Back",20,"Eredivisie","Premier League","2017",5,9,4
"4403","Defensive Midfield",25,"Serie A","Ligue 1","2017",3.5,9,5.5
"4404","Right-Back",25,"Ligue 1","Ligue 1","2017",3,9,6
"4405","Attacking Midfield",27,"Premier Liga","Süper Lig","2017",9,8.75,-0.25
"4406","Defensive Midfield",27,"Liga MX Clausura","LaLiga","2017",4,8.7,4.7
"4407","Right Winger",22,"Premier League","LaLiga","2017",7,8.5,1.5
"4408","Left Winger",21,"Bundesliga","Bundesliga","2017",15,8,-7
"4409","Centre-Forward",27,"Ligue 1","Ligue 1","2017",10,8,-2
"4410","Centre-Back",26,"Serie A","Serie A","2017",7.5,8,0.5
"4411","Defensive Midfield",23,"Jupiler Pro League","Ligue 1","2017",7,8,1
"4412","Attacking Midfield",27,"Jupiler Pro League","Premier Liga","2017",7,8,1
"4413","Left Winger",20,"Jupiler Pro League","Premier League","2017",7,8,1
"4414","Left Winger",21,"Liga MX Clausura","Eredivisie","2017",6.5,8,1.5
"4415","Defensive Midfield",24,"LaLiga","Premier Liga","2017",6,8,2
"4416","Centre-Forward",22,"Bundesliga","Bundesliga","2017",6,8,2
"4417","Centre-Forward",26,"Ligue 1","Ligue 1","2017",5.5,8,2.5
"4418","Centre-Back",27,"Premier League","Bundesliga","2017",5,8,3
"4419","Centre-Forward",23,"LaLiga","Ligue 1","2017",5,8,3
"4420","Centre-Back",26,"Serie A","Serie A","2017",4.5,8,3.5
"4421","Centre-Back",27,"Premier Liga","Premier Liga","2017",4,8,4
"4422","Second Striker",26,"Bundesliga","Bundesliga","2017",3.5,8,4.5
"4423","Left Winger",22,"Bundesliga","Premier Liga","2017",2.75,8,5.25
"4424","Second Striker",28,"Championship","Championship","2017",2.5,8,5.5
"4425","Attacking Midfield",20,"Ligue 1","Bundesliga","2017",2,8,6
"4426","Centre-Back",18,"Serie A","Serie A","2017",1.5,8,6.5
"4427","Attacking Midfield",18,"Ligue 2","Ligue 1","2017",0.15,8,7.85
"4429","Centre-Forward",22,"Superligaen Championship round","Premier League","2017",2,7.8,5.8
"4430","Centre-Back",25,"Liga NOS","Premier League","2017",11,7.7,-3.3
"4431","Centre-Back",20,"Serie A","Serie A","2017",1,7.6,6.6
"4432","Right Winger",26,"A Grupa - Championship gr.","Ligue 1","2017",10,7.5,-2.5
"4433","Left-Back",27,"Premier League","Premier League","2017",10,7.5,-2.5
"4434","Centre-Back",28,"Serie A","Süper Lig","2017",8,7.5,-0.5
"4435","Central Midfield",20,"Serie A","Liga NOS","2017",7.5,7.5,0
"4436","Left Winger",25,"Premier League","Premier League","2017",5,7.5,2.5
"4437","Central Midfield",26,"Süper Lig","Süper Lig","2017",5,7.5,2.5
"4438","Centre-Back",19,"Bundesliga","Eredivisie","2017",0.7,7.5,6.8
"4439","Centre-Forward",21,"Premier League","Championship","2017",1,7.3,6.3
"4440","Defensive Midfield",20,"Primera División","Bundesliga","2017",7.5,7.2,-0.3
"4441","Centre-Forward",20,"Eredivisie","Premier League","2017",0.7,7.2,6.5
"4442","Left Winger",30,"Liga MX Clausura","Liga MX Clausura","2017",2.5,7.13,4.63
"4443","Centre-Back",22,"Jupiler Pro League","Super League","2017",8,7.1,-0.9
"4444","Central Midfield",29,"Serie A","LaLiga","2017",16,7,-9
"4445","Left Winger",30,"Premier League","LaLiga","2017",12,7,-5
"4446","Attacking Midfield",27,"Ligue 1","LaLiga","2017",10,7,-3
"4447","Attacking Midfield",27,"Premier Liga","Süper Lig","2017",9,7,-2
"4448","Central Midfield",24,"Championship","Serie A","2017",9,7,-2
"4449","Central Midfield",20,"Bundesliga","Bundesliga","2017",8,7,-1
"4450","Centre-Forward",23,"Eredivisie","Bundesliga","2017",8,7,-1
"4451","Centre-Back",23,"LaLiga","LaLiga","2017",7.5,7,-0.5
"4452","Centre-Forward",23,"Premier League","Ligue 1","2017",7,7,0
"4453","Centre-Back",30,"Süper Lig","Ligue 1","2017",6.5,7,0.5
"4454","Centre-Back",20,"LaLiga2","Bundesliga","2017",6,7,1
"4455","Central Midfield",23,"LaLiga","LaLiga","2017",5,7,2
"4456","Right Winger",19,"Ligue 1","Ligue 1","2018",120,135,15
"4457","Centre-Forward",33,"LaLiga","Serie A","2018",100,117,17
"4458","Left Winger",22,"Ligue 1","LaLiga","2018",65,70,5
"4459","Right Winger",27,"Premier League","Premier League","2018",50,67.8,17.8
"4460","Goalkeeper",25,"Serie A","Premier League","2018",60,62.5,2.5
"4461","Central Midfield",23,"Bundesliga","Premier League","2018",65,60,-5
"4462","Central Midfield",25,"Premier Liga","Premier League","2018",32,59,27
"4463","Defensive Midfield",26,"Serie A","Premier League","2018",50,57,7
"4464","Defensive Midfield",24,"Ligue 1","Premier League","2018",45,45,0
"4465","Left Winger",18,"Serie A","LaLiga","2018",35,45,10
"4466","Right Winger",21,"Ligue 1","LaLiga","2018",45,41,-4
"4467","Right-Back",24,"LaLiga","Serie A","2018",35,40.4,5.4
"4468","Right Winger",27,"Bundesliga","Serie A","2018",55,40,-15
"4469","Left Winger",21,"Premier League","Premier League","2018",25,39.2,14.2
"4470","Central Midfield",30,"Serie A","Serie A","2018",45,38,-7
"4471","Right Winger",25,"Serie A","Premier League","2018",30,38,8
"4472","Centre-Back",23,"LaLiga","LaLiga","2018",25,35.9,10.9
"4473","Central Midfield",21,"Serie A","LaLiga","2018",30,31,1
"4474","Central Midfield",27,"Ligue 1","Premier League","2018",30,30,0
"4475","Defensive Midfield",22,"Serie A","Premier League","2018",30,30,0
"4476","Central Midfield",22,"Premier Liga","Ligue 1","2018",25,30,5
"4477","Right-Back",22,"LaLiga","LaLiga","2018",25,30,5
"4478","Central Midfield",22,"LaLiga","Serie A","2018",20,30,10
"4479","Centre-Forward",30,"2.Bundesliga","Super League","2018",16,29,13
"4480","Centre-Back",22,"Bundesliga","Bundesliga","2018",12,28,16
"4481","Central Midfield",25,"Serie A","LaLiga","2018",30,25,-5
"4482","Right Winger",25,"Serie A","Serie A","2018",25,25,0
"4483","Centre-Back",21,"Ligue 1","Premier League","2018",22,25,3
"4484","Goalkeeper",26,"Bundesliga","Premier League","2018",20,25,5
"4485","Centre-Back",25,"Bundesliga","Premier League","2018",14,25,11
"4486","Attacking Midfield",21,"Championship","Premier League","2018",10,25,15
"4487","Attacking Midfield",29,"Ligue 1","Serie A","2018",15,24.7,9.7
"4488","Left-Back",28,"Ligue 1","LaLiga","2018",17,24,7
"4489","Centre-Forward",25,"Ligue 1","Bundesliga","2018",18,23,5
"4490","Right-Back",24,"Liga NOS","Premier League","2018",20,22,2
"4491","Right-Back",19,"Liga NOS","Premier League","2018",15,22,7
"4492","Goalkeeper",21,"Serie A","Serie A","2018",12,22,10
"4493","Left-Back",25,"LaLiga","Premier League","2018",15,20.2,5.2
"4494","Centre-Forward",23,"Premier League","Premier League","2018",15,20.2,5.2
"4495","Defensive Midfield",26,"Liga NOS","LaLiga","2018",25,20,-5
"4496","Defensive Midfield",22,"LaLiga","LaLiga","2018",25,20,-5
"4497","Right Winger",28,"Bundesliga","Premier League","2018",23,20,-3
"4498","Centre-Forward",26,"LaLiga","LaLiga","2018",20,20,0
"4499","Centre-Forward",30,"Serie A","Serie A","2018",14,20,6
"4500","Central Midfield",26,"Bundesliga","Bundesliga","2018",12,20,8
"4501","Central Midfield",21,"Serie A","Serie A","2018",10,20,10
"4502","Centre-Back",24,"Ligue 1","Premier League","2018",10,20,10
"4503","Left Winger",16,"Ligue 1","Ligue 1","2018",6,20,14
"4504","Right Winger",24,"Eredivisie","Premier League","2018",18,19,1
"4505","Centre-Back",21,"Bundesliga","Ligue 1","2018",10,19,9
"4506","Left Winger",18,"Serie A","Bundesliga","2018",25,18.5,-6.5
"4507","Centre-Forward",25,"Ligue 1","LaLiga","2018",18,18,0
"4508","Left Winger",23,"Super League","Premier League","2018",8.5,18,9.5
"4509","Left Winger",19,"Eredivisie","Serie A","2018",15,17.25,2.25
"4510","Centre-Forward",27,"Serie A","Serie A","2018",20,17,-3
"4511","Central Midfield",21,"Ligue 1","Premier League","2018",8,16.9,8.9
"4512","Centre-Forward",20,"Primera División","Serie A","2018",25,16,-9
"4513","Centre-Back",30,"Bundesliga","Premier League","2018",20,16,-4
"4514","Left-Back",28,"Premier League","Eredivisie","2018",18,16,-2
"4515","Right-Back",20,"Ligue 1","Bundesliga","2018",14,16,2
"4516","Centre-Back",21,"Ligue 1","LaLiga","2018",15,15,0
"4517","Left Winger",23,"LaLiga","Serie A","2018",10,15,5
"4518","Centre-Forward",27,"Serie A","Serie A","2018",10,15,5
"4519","Centre-Back",21,"Ligue 1","LaLiga","2018",10,15,5
"4520","Defensive Midfield",25,"Ligue 1","LaLiga","2018",3.5,15,11.5
"4521","Attacking Midfield",21,"Liga NOS","Championship","2018",2.5,15,12.5
"4522","Centre-Forward",19,"Super League","Bundesliga","2018",1.5,15,13.5
"4523","Centre-Forward",24,"Super League","LaLiga","2018",2.5,14.9,12.4
"4524","Right Winger",26,"Championship","Premier League","2018",18,14.7,-3.3
"4525","Attacking Midfield",24,"Liga MX Apertura","Liga MX Apertura","2018",5.5,14.5,9
"4526","Left Winger",21,"LaLiga","Premier League","2018",12,14,2
"4527","Centre-Forward",27,"Bundesliga","Bundesliga","2018",3.5,14,10.5
"4528","Defensive Midfield",24,"Ligue 1","Ligue 1","2018",3,14,11
"4529","Goalkeeper",25,"Premier League","Premier League","2018",2.5,14,11.5
"4530","Attacking Midfield",25,"Premier League","Bundesliga","2018",15,13.5,-1.5
"4531","Centre-Forward",25,"Premier League","Championship","2018",10,13.5,3.5
"4532","Right Winger",24,"LaLiga","Premier League","2018",14,13,-1
"4533","Goalkeeper",25,"Serie A","Serie A","2018",16,12,-4
"4534","Right-Back",24,"Bundesliga","Bundesliga","2018",12,12,0
"4535","Centre-Forward",23,"Serie A","Serie A","2018",10,12,2
"4536","Defensive Midfield",22,"Premier League","LaLiga","2018",10,12,2
"4537","Centre-Back",27,"Liga NOS","Premier League","2018",5,12,7
"4538","Left-Back",20,"Primera División","Bundesliga","2018",4.5,12,7.5
"4539","Left-Back",25,"LaLiga","Premier League","2018",2.5,12,9.5
"4540","Attacking Midfield",29,"Premier League","Eredivisie","2018",15,11.4,-3.6
"4541","Centre-Forward",25,"Premier League","Premier League","2018",10,11.4,1.4
"4542","Left Winger",23,"Championship","Premier League","2018",1.5,11.4,9.9
"4543","Attacking Midfield",25,"Championship","Premier League","2018",3,11.35,8.35
"4544","Attacking Midfield",20,"Championship","Premier League","2018",5,11.3,6.3
"4545","Goalkeeper",22,"Premier League","Premier League","2018",2,11.3,9.3
"4546","Right Winger",26,"Premier League","Championship","2018",8,11.2,3.2
"4547","Right-Back",26,"Eredivisie","LaLiga","2018",18,11,-7
"4548","Central Midfield",21,"Bundesliga","Bundesliga","2018",7.5,11,3.5
"4549","Centre-Forward",28,"Serie A","Serie A","2018",7,11,4
"4550","Centre-Forward",25,"Eredivisie","Bundesliga","2018",7,10.5,3.5
"4551","Centre-Forward",20,"Ligue 1","Premiership","2018",1.5,10.3,8.8
"4552","Centre-Forward",27,"Liga MX Apertura","Professional League","2018",5,10.24,5.24
"4553","Left-Back",24,"Championship","Ligue 1","2018",16,10,-6
"4554","Centre-Back",30,"Serie A","Serie A","2018",10,10,0
"4555","Centre-Forward",29,"Serie A","Serie A","2018",9,10,1
"4556","Second Striker",24,"Premier Liga","Serie A","2018",8,10,2
"4557","Defensive Midfield",24,"Ligue 1","Serie A","2018",8,10,2
"4558","Defensive Midfield",25,"LaLiga","Bundesliga","2018",8,10,2
