"","Name","Position","Age","Team_from","League_from","Team_to","League_to","Season","Market_value","Transfer_fee","Price_diff","League_type_from","League_type_to"
"3267","Lucas Digne","Left-Back",20,"LOSC Lille","Ligue 1","Paris SG","Ligue 1","2013",10,15,5,"Big5","Big5"
"3268","Fred","Central Midfield",20,"Internacional","Serie A","Shakhtar D.","Ukranian Premier Liga","2013",5,15,10,"Big5","Europe"
"3269","Kurt Zouma","Centre-Back",19,"Saint-étienne","Ligue 1","Chelsea","Premier League","2013",7.5,14.6,7.1,"Big5","Big5"
"3270","Victor Wanyama","Defensive Midfield",22,"Celtic","Premiership","Southampton","Premier League","2013",5,14.5,9.5,"Europe","Big5"
"3271","Pizzi","Central Midfield",23,"Atlético Madrid","LaLiga","Benfica","Liga NOS","2013",6,14,8,"Big5","Europe"
"3272","Christian Eriksen","Attacking Midfield",21,"AFC Ajax","Eredivisie","Spurs","Premier League","2013",18,13.5,-4.5,"Europe","Big5"
"3273","Medhi Benatia","Centre-Back",26,"Udinese Calcio","Serie A","AS Roma","Serie A","2013",13,13.5,0.5,"Big5","Big5"
"3274","Leandro Dami?o","Centre-Forward",24,"Internacional","Serie A","Santos FC","Serie A","2013",22,13,-9,"Big5","Big5"
"3275","Pierre-Emerick Aubameyang","Centre-Forward",24,"Saint-étienne","Ligue 1","Bor. Dortmund","Bundesliga","2013",15,13,-2,"Big5","Big5"
"3276","Emmanuel Emenike","Centre-Forward",26,"Spartak Moscow","Russian Premier Liga","Fenerbahce","Süper Lig","2013",12,13,1,"Europe","Europe"
"3277","Mauro Icardi","Centre-Forward",20,"Sampdoria","Serie A","Inter","Serie A","2013",12,13,1,"Big5","Big5"
"3278","Gary Medel","Defensive Midfield",26,"Sevilla FC","LaLiga","Cardiff","Premier League","2013",10,13,3,"Big5","Big5"
"3279","Bojan Krkic","Second Striker",22,"AS Roma","Serie A","FC Barcelona","LaLiga","2013",8,13,5,"Big5","Big5"
"3280","Bruma","Left Winger",18,"Sporting CP","Liga NOS","Galatasaray","Süper Lig","2013",2.5,13,10.5,"Europe","Europe"
"3281","Lassana Diarra","Defensive Midfield",28,"Anzhi","Russian Premier Liga","Loko Moscow","Russian Premier Liga","2013",14,12,-2,"Europe","Europe"
"3282","Vágner Love","Centre-Forward",29,"CSKA Moscow","Russian Premier Liga","SD Luneng","China Super League","2013",12,12,0,"Europe","Asia Africa"
"3283","Adem Ljajic","Attacking Midfield",21,"Fiorentina","Serie A","AS Roma","Serie A","2013",12,12,0,"Big5","Big5"
"3284","Raúl Albiol","Centre-Back",27,"Real Madrid","LaLiga","SSC Napoli","Serie A","2013",8,12,4,"Big5","Big5"
"3285","Florian Thauvin","Right Winger",20,"LOSC Lille","Ligue 1","Marseille","Ligue 1","2013",6,12,6,"Big5","Big5"
"3286","Christian Benítez","Centre-Forward",27,"América","Liga MX","El-Jaish","Stars League","2013",8,11.7,3.7,"Americas","Asia Africa"
"3287","Christopher Samba","Centre-Back",29,"QPR","Championship","Anzhi","Russian Premier Liga","2013",11,11.6,0.6,"Big5 B","Europe"
"3288","Manolo Gabbiadini","Centre-Forward",21,"Juventus","Serie A","Sampdoria","Serie A","2013",7,11.5,4.5,"Big5","Big5"
"3289","étienne Capoue","Defensive Midfield",25,"Toulouse","Ligue 1","Spurs","Premier League","2013",13,11,-2,"Big5","Big5"
"3290","Alessandro Matri","Centre-Forward",29,"Juventus","Serie A","AC Milan","Serie A","2013",11,11,0,"Big5","Big5"
"3291","Yuri Zhirkov","Left Midfield",30,"Anzhi","Russian Premier Liga","Dinamo Moscow","Russian Premier Liga","2013",11,11,0,"Europe","Europe"
"3292","Dieumerci Mbokani","Centre-Forward",27,"RSC Anderlecht","Jupiler Pro League","Dynamo Kyiv","Ukranian Premier Liga","2013",10,11,1,"Europe","Europe"
"3293","Fernando","Defensive Midfield",21,"Grêmio","Serie A","Shakhtar D.","Ukranian Premier Liga","2013",10,11,1,"Big5","Europe"
"3294","Héctor Herrera","Central Midfield",23,"CF Pachuca","Liga MX","FC Porto","Liga NOS","2013",6,11,5,"Americas","Europe"
"3295","Iago Aspas","Right Winger",25,"Celta de Vigo","LaLiga","Liverpool","Premier League","2013",9,10.8,1.8,"Big5","Big5"
"3296","Simon Mignolet","Goalkeeper",25,"Sunderland","Premier League","Liverpool","Premier League","2013",5.5,10.6,5.1,"Big5","Big5"
"3297","Lacina Traoré","Centre-Forward",23,"Anzhi","Russian Premier Liga","Monaco","Ligue 1","2013",16,10,-6,"Europe","Big5"
"3298","Kevin-Prince Boateng","Central Midfield",26,"AC Milan","Serie A","FC Schalke 04","Bundesliga","2013",15,10,-5,"Big5","Big5"
"3299","Younès Belhanda","Attacking Midfield",23,"Montpellier","Ligue 1","Dynamo Kyiv","Ukranian Premier Liga","2013",14,10,-4,"Big5","Europe"
"3300","Heung-min Son","Left Winger",20,"Hamburger SV","Bundesliga","Bay. Leverkusen","Bundesliga","2013",14,10,-4,"Big5","Big5"
"3301","Christopher Samba","Centre-Back",29,"Anzhi","Russian Premier Liga","Dinamo Moscow","Russian Premier Liga","2013",11,10,-1,"Europe","Europe"
"3302","Ricky van Wolfswinkel","Centre-Forward",24,"Sporting CP","Liga NOS","Norwich","Premier League","2013",10.5,10,-0.5,"Europe","Big5"
"3303","Carlos Bacca","Centre-Forward",26,"Club Brugge","Jupiler Pro League","Sevilla FC","LaLiga","2013",8,10,2,"Europe","Big5"
"3304","Juan Quintero","Attacking Midfield",20,"Pescara","Serie B","FC Porto","Liga NOS","2013",7,10,3,"Big5 B","Europe"
"3305","Lazar Markovic","Right Winger",19,"Partizan","SuperLiga","Benfica","Liga NOS","2013",7,10,3,"Europe","Europe"
"3306","Dejan Lovren","Centre-Back",24,"Olympique Lyon","Ligue 1","Southampton","Premier League","2013",7,10,3,"Big5","Big5"
"3307","Josuha Guilavogui","Defensive Midfield",22,"Saint-étienne","Ligue 1","Atlético Madrid","LaLiga","2013",6.5,10,3.5,"Big5","Big5"
"3308","Jozy Altidore","Centre-Forward",23,"AZ Alkmaar","Eredivisie","Sunderland","Premier League","2013",5,10,5,"Europe","Big5"
"3309","Simone Zaza","Centre-Forward",22,"Juventus","Serie A","Sassuolo","Serie A","2013",4.5,10,5.5,"Big5","Big5"
"3310","Sokratis","Centre-Back",25,"Werder Bremen","Bundesliga","Bor. Dortmund","Bundesliga","2013",10,9.9,-0.0999999999999996,"Big5","Big5"
"3311","Yahia Al-Shehri","Right Winger",23,"Al-Ettifaq","Professional League","Nasr","Professional League","2013",0.6,9.8,9.2,"Asia Africa","Asia Africa"
"3312","Andrea Poli","Central Midfield",23,"Sampdoria","Serie A","AC Milan","Serie A","2013",8,9.7,1.7,"Big5","Big5"
"3313","José Callejón","Right Winger",26,"Real Madrid","LaLiga","SSC Napoli","Serie A","2013",10,9.5,-0.5,"Big5","Big5"
"3314","Jorginho","Defensive Midfield",22,"Hellas Verona","Serie A","SSC Napoli","Serie A","2013",10,9.5,-0.5,"Big5","Big5"
"3315","Vlad Chiriches","Centre-Back",23,"FCS Bucharest","Liga 1","Spurs","Premier League","2013",8,9.5,1.5,"Europe","Big5"
"3316","Vitinho","Second Striker",19,"Botafogo","Serie A","CSKA Moscow","Russian Premier Liga","2013",3,9.5,6.5,"Big5","Europe"
"3317","Dries Mertens","Centre-Forward",26,"PSV Eindhoven","Eredivisie","SSC Napoli","Serie A","2013",13,9.48,-3.52,"Europe","Big5"
"3318","Marco van Ginkel","Central Midfield",20,"Vitesse","Eredivisie","Chelsea","Premier League","2013",8,9.4,1.4,"Europe","Big5"
"3319","Steven Caulker","Centre-Back",21,"Spurs","Premier League","Cardiff","Premier League","2013",8,9.15,1.15,"Big5","Big5"
"3320","Carlos Tévez","Second Striker",29,"Man City","Premier League","Juventus","Serie A","2013",27,9,-18,"Big5","Big5"
"3321","Josip Ilicic","Attacking Midfield",25,"US Palermo","Serie B","Fiorentina","Serie A","2013",9.5,9,-0.5,"Big5 B","Big5"
"3322","Jeremain Lens","Right Winger",25,"PSV Eindhoven","Eredivisie","Dynamo Kyiv","Ukranian Premier Liga","2013",9,9,0,"Europe","Europe"
"3323","Wellington Nem","Attacking Midfield",21,"Fluminense","Serie A","Shakhtar D.","Ukranian Premier Liga","2013",8,9,1,"Big5","Europe"
"3324","Aleksandar Dragovic","Centre-Back",22,"FC Basel","Swiss Super League","Dynamo Kyiv","Ukranian Premier Liga","2013",7,9,2,"Europe","Europe"
"3325","Dimitri Payet","Attacking Midfield",26,"LOSC Lille","Ligue 1","Marseille","Ligue 1","2013",15,8.7,-6.3,"Big5","Big5"
"3326","Andreas Cornelius","Centre-Forward",20,"FC Copenhagen","Superligaen","Cardiff","Premier League","2013",4.5,8.7,4.2,"Europe","Big5"
"3327","Roberto","Goalkeeper",27,"Real Zaragoza","LaLiga2","Benfica","Liga NOS","2013",4,8.6,4.6,"Big5 B","Europe"
"3328","Abdelaziz Barrada","Attacking Midfield",24,"Getafe CF","LaLiga","Al-Jazira","UAE Gulf League","2013",8,8.5,0.5,"Big5","Asia Africa"
"3329","Shane Long","Centre-Forward",27,"West Brom","Premier League","Hull City","Premier League","2013",5.5,8.5,3,"Big5","Big5"
"3330","Lucas Biglia","Defensive Midfield",27,"RSC Anderlecht","Jupiler Pro League","Lazio","Serie A","2013",8,8.4,0.4,"Europe","Big5"
"3331","Antonio Candreva","Right Winger",26,"Udinese Calcio","Serie A","Lazio","Serie A","2013",10,8.2,-1.8,"Big5","Big5"
"3332","Nacer Chadli","Left Winger",23,"FC Twente","Eredivisie","Spurs","Premier League","2013",9,8.15,-0.85,"Europe","Big5"
"3333","Be?at Etxebarria","Central Midfield",26,"Real Betis","LaLiga","Athletic Bilbao","LaLiga","2013",12,8,-4,"Big5","Big5"
"3334","Cristian Ansaldi","Left-Back",26,"Rubin Kazan","Russian Premier Liga","Zenit S-Pb","Russian Premier Liga","2013",10,8,-2,"Europe","Europe"
"3335","Gervinho","Left Winger",26,"Arsenal","Premier League","AS Roma","Serie A","2013",10,8,-2,"Big5","Big5"
"3336","Adam Maher","Attacking Midfield",19,"AZ Alkmaar","Eredivisie","PSV Eindhoven","Eredivisie","2013",9,8,-1,"Europe","Europe"
"3337","Denis Glushakov","Central Midfield",26,"Loko Moscow","Russian Premier Liga","Spartak Moscow","Russian Premier Liga","2013",9,8,-1,"Europe","Europe"
"3338","Filip Djuricic","Attacking Midfield",21,"Heerenveen","Eredivisie","Benfica","Liga NOS","2013",7,8,1,"Europe","Europe"
"3339","ádám Szalai","Centre-Forward",25,"1.FSV Mainz 05","Bundesliga","FC Schalke 04","Bundesliga","2013",7,8,1,"Big5","Big5"
"3340","Aras ?zbiliz","Right Winger",23,"Kuban Krasnodar","Russian Premier Liga","Spartak Moscow","Russian Premier Liga","2013",6.5,8,1.5,"Europe","Europe"
"3341","Nilmar","Centre-Forward",29,"Al Rayyan","Stars League","El-Jaish","Stars League","2013",5,8,3,"Asia Africa","Asia Africa"
"3342","Dorlan Pabón","Second Striker",25,"Monterrey","Liga MX","Valencia CF","LaLiga","2013",5,8,3,"Americas","Big5"
"3343","Luis Alberto","Attacking Midfield",20,"Sevilla FC","LaLiga","Liverpool","Premier League","2013",5,8,3,"Big5","Big5"
"3344","Nikica Jelavic","Centre-Forward",28,"Everton","Premier League","Hull City","Premier League","2013",6.5,7.8,1.3,"Big5","Big5"
"3345","Duvier Riascos","Centre-Forward",27,"Club Tijuana","Liga MX","CF Pachuca","Liga MX","2013",4,7.6,3.6,"Americas","Americas"
"3346","Kévin Gameiro","Centre-Forward",26,"Paris SG","Ligue 1","Sevilla FC","LaLiga","2013",10,7.5,-2.5,"Big5","Big5"
"3347","Alessandro Diamanti","Second Striker",30,"Bologna","Serie A","GZ Evergrande","China Super League","2013",8,7.5,-0.5,"Big5","Asia Africa"
"3348","Emanuele Giaccherini","Left Winger",28,"Juventus","Serie A","Sunderland","Premier League","2013",7.5,7.5,0,"Big5","Big5"
"3349","Felipe Anderson","Right Winger",20,"Santos FC","Serie A","Lazio","Serie A","2013",6,7.5,1.5,"Big5","Big5"
"3350","Saphir Taider","Central Midfield",21,"Bologna","Serie A","Inter","Serie A","2013",5,7.5,2.5,"Big5","Big5"
"3351","Wálter Montillo","Attacking Midfield",29,"Santos FC","Serie A","SD Luneng","China Super League","2013",4,7.5,3.5,"Big5","Asia Africa"
"3352","Giannelli Imbula","Defensive Midfield",20,"Guingamp","Ligue 1","Marseille","Ligue 1","2013",3,7.5,4.5,"Big5","Big5"
"3353","Tiago Ilori","Centre-Back",20,"Sporting CP","Liga NOS","Liverpool","Premier League","2013",1.5,7.5,6,"Europe","Big5"
"3354","Duván Zapata","Centre-Forward",22,"Estudiantes","Primera División","SSC Napoli","Serie A","2013",3,7.47,4.47,"Americas","Big5"
"3355","Michael Bradley","Central Midfield",26,"AS Roma","Serie A","Toronto FC","MLS","2013",6.5,7.4,0.9,"Big5","Americas"
"3356","Jermain Defoe","Centre-Forward",31,"Spurs","Premier League","Toronto FC","MLS","2013",6,7.3,1.3,"Big5","Americas"
"3357","Alper Potuk","Attacking Midfield",22,"Eskisehirspor","Süper Lig","Fenerbahce","Süper Lig","2013",6.5,7.25,0.75,"Europe","Europe"
"3358","Lisandro López","Centre-Forward",30,"Olympique Lyon","Ligue 1","Al Gharafa","Stars League","2013",8.5,7.2,-1.3,"Big5","Asia Africa"
"3359","Papu Gómez","Second Striker",25,"Catania","Serie A","Metalist","Ukranian Premier Liga","2013",11,7,-4,"Big5","Europe"
"3360","Toby Alderweireld","Centre-Back",24,"AFC Ajax","Eredivisie","Atlético Madrid","LaLiga","2013",10,7,-3,"Europe","Big5"
"3361","Stéphane Sessègnon","Attacking Midfield",29,"Sunderland","Premier League","West Brom","Premier League","2013",9,7,-2,"Big5","Big5"
"3362","Felipe Caicedo","Centre-Forward",25,"Loko Moscow","Russian Premier Liga","Al-Jazira","UAE Gulf League","2013",8,7,-1,"Europe","Asia Africa"
"3363","Diego Reyes","Centre-Back",20,"América","Liga MX","FC Porto","Liga NOS","2013",7,7,0,"Americas","Europe"
"3364","Leo Baptist?o","Centre-Forward",20,"Rayo Vallecano","LaLiga","Atlético Madrid","LaLiga","2013",7,7,0,"Big5","Big5"
"3365","Vladimir Gabulov","Goalkeeper",29,"Anzhi","Russian Premier Liga","Dinamo Moscow","Russian Premier Liga","2013",6.5,7,0.5,"Europe","Europe"
"3366","Facundo Ferreyra","Centre-Forward",22,"Vélez Sarsfield","Primera División","Shakhtar D.","Ukranian Premier Liga","2013",6,7,1,"Americas","Europe"
"3367","Arouna Koné","Centre-Forward",29,"Wigan","Championship","Everton","Premier League","2013",5,7,2,"Big5 B","Big5"
"3368","Oleg Shatov","Central Midfield",23,"Anzhi","Russian Premier Liga","Zenit S-Pb","Russian Premier Liga","2013",5,7,2,"Europe","Europe"
"3369","Clint Dempsey","Second Striker",30,"Spurs","Premier League","Sounders FC	","MLS","2013",10,6.8,-3.2,"Big5","Americas"
"3370","Daniel Carvajal","Right-Back",21,"Bay. Leverkusen","Bundesliga","Real Madrid","LaLiga","2013",10,6.5,-3.5,"Big5","Big5"
"3371","Beno?t Trémoulinas","Left-Back",27,"G. Bordeaux","Ligue 1","Dynamo Kyiv","Ukranian Premier Liga","2013",9.5,6.5,-3,"Big5","Europe"
"3372","Tino Costa","Central Midfield",28,"Valencia CF","LaLiga","Spartak Moscow","Russian Premier Liga","2013",7,6.5,-0.5,"Big5","Europe"
"3373","Libor Kozak","Centre-Forward",24,"Lazio","Serie A","Aston Villa","Premier League","2013",3.8,6.5,2.7,"Big5","Big5"
"3374","Diego Souza","Attacking Midfield",28,"Cruzeiro","Serie A","Metalist","Ukranian Premier Liga","2013",3.5,6.5,3,"Big5","Europe"
"3375","Aurélien Chedjou","Centre-Back",28,"LOSC Lille","Ligue 1","Galatasaray","Süper Lig","2013",12,6.3,-5.7,"Big5","Europe"
"3376","Gary Hooper","Centre-Forward",25,"Celtic","Premiership","Norwich","Premier League","2013",5,6.3,1.3,"Europe","Big5"
"3377","Alex Telles","Left-Back",21,"Grêmio","Serie A","Galatasaray","Süper Lig","2013",1.5,6.15,4.65,"Big5","Europe"
"3378","Jucilei","Defensive Midfield",25,"Anzhi","Russian Premier Liga","Al-Jazira","UAE Gulf League","2013",11,6,-5,"Europe","Asia Africa"
"3379","Giovani dos Santos","Second Striker",24,"RCD Mallorca","LaLiga2","Villarreal CF","LaLiga","2013",6.5,6,-0.5,"Big5 B","Big5"
"3380","Matías Silvestre","Centre-Back",28,"US Palermo","Serie B","Inter","Serie A","2013",6,6,0,"Big5 B","Big5"
"3381","Cristián Zapata","Centre-Back",26,"Villarreal CF","LaLiga","AC Milan","Serie A","2013",6,6,0,"Big5","Big5"
"3382","Casemiro","Defensive Midfield",21,"S?o Paulo","Serie A","Real Madrid","LaLiga","2013",6,6,0,"Big5","Big5"
"3383","Thiago Neves","Attacking Midfield",28,"Fluminense","Serie A","Hilal","Professional League","2013",5.5,6,0.5,"Big5","Asia Africa"
"3384","Timm Klose","Centre-Back",25,"1.FC Nuremberg","Bundesliga","VfL Wolfsburg","Bundesliga","2013",5.5,6,0.5,"Big5","Big5"
"3385","Mubarak Wakaso","Central Midfield",23,"Espanyol","LaLiga","Rubin Kazan","Russian Premier Liga","2013",5,6,1,"Big5","Europe"
"3386","Roberto","Goalkeeper",27,"Benfica","Liga NOS","Atlético Madrid","LaLiga","2013",4,6,2,"Europe","Big5"
"3387","Vicente Iborra","Defensive Midfield",25,"Levante UD","LaLiga","Sevilla FC","LaLiga","2013",4,6,2,"Big5","Big5"
"3388","Igor Smolnikov","Right-Back",25,"Krasnodar","Russian Premier Liga","Zenit S-Pb","Russian Premier Liga","2013",3.5,6,2.5,"Europe","Europe"
"3389","Pedro León","Right Winger",26,"Real Madrid","LaLiga","Getafe CF","LaLiga","2013",3,6,3,"Big5","Big5"
"3390","Renê Júnior","Central Midfield",24,"Tombense"," Brazil","GZ Evergrande","China Super League","2013",0.75,6,5.25,"Americas","Asia Africa"
"3391","Jonjo Shelvey","Central Midfield",21,"Liverpool","Premier League","Swansea","Premier League","2013",5.5,5.9,0.4,"Big5","Big5"
"3392","Victor Anichebe","Centre-Forward",25,"Everton","Premier League","West Brom","Premier League","2013",5,5.9,0.9,"Big5","Big5"
"3393","Stewart Downing","Left Midfield",29,"Liverpool","Premier League","West Ham","Premier League","2013",8.5,5.8,-2.7,"Big5","Big5"
"3394","Tom Huddlestone","Defensive Midfield",26,"Spurs","Premier League","Hull City","Premier League","2013",4.5,5.8,1.3,"Big5","Big5"
"3395","Matt Phillips","Right Winger",22,"Blackpool","Championship","QPR","Championship","2013",2,5.8,3.8,"Big5 B","Big5 B"
"3396","Ishak Belfodil","Second Striker",21,"Parma","Serie A","Inter","Serie A","2013",10,5.75,-4.25,"Big5","Big5"
"3397","Antonio Sanabria","Centre-Forward",17,"FC Barcelona B","LaLiga2","Sassuolo","Serie A","2013",0.6,5.7,5.1,"Big5 B","Big5"
"3398","Maarten Stekelenburg","Goalkeeper",30,"AS Roma","Serie A","Fulham","Premier League","2013",5.5,5.6,0.0999999999999996,"Big5","Big5"
"3399","Leroy Fer","Central Midfield",23,"FC Twente","Eredivisie","Norwich","Premier League","2013",7.5,5.5,-2,"Europe","Big5"
"3400","Bruno Alves","Centre-Back",31,"Zenit S-Pb","Russian Premier Liga","Fenerbahce","Süper Lig","2013",6.5,5.5,-1,"Europe","Europe"
"3401","Vladimír Weiss","Left Winger",24,"Olympiacos","Greece Super League","Al Duhail","Stars League","2013",4.2,5.3,1.1,"Europe","Asia Africa"
"3402","Dwight Gayle","Centre-Forward",22,"Peterborough","League One","Crystal Palace","Premier League","2013",0.75,5.3,4.55,"Big5 B","Big5"
"3403","Jérémy Toulalan","Defensive Midfield",29,"Málaga CF","LaLiga","Monaco","Ligue 1","2013",15,5,-10,"Big5","Big5"
"3404","Marko Devic","Centre-Forward",30,"Metalist","Ukranian Premier Liga","Rubin Kazan","Russian Premier Liga","2013",8,5,-3,"Europe","Europe"
"3405","Raffael","Second Striker",28,"Dynamo Kyiv","Ukranian Premier Liga","Bor. M'gladbach","Bundesliga","2013",7.5,5,-2.5,"Europe","Big5"
"3406","Lorenzo Melgarejo","Left Winger",23,"Benfica","Liga NOS","Kuban Krasnodar","Russian Premier Liga","2013",6.5,5,-1.5,"Europe","Europe"
"3407","Andreas Granqvist","Centre-Back",28,"Genoa","Serie A","Krasnodar","Russian Premier Liga","2013",6.5,5,-1.5,"Big5","Europe"
"3408","Franck Tabanou","Left-Back",24,"Toulouse","Ligue 1","Saint-étienne","Ligue 1","2013",6,5,-1,"Big5","Big5"
"3409","Benjamin Corgnet","Attacking Midfield",26,"FC Lorient","Ligue 1","Saint-étienne","Ligue 1","2013",5,5,0,"Big5","Big5"
"3410","Rafael","Goalkeeper",23,"Santos FC","Serie A","SSC Napoli","Serie A","2013",4,5,1,"Big5","Big5"
"3411","Tomás Pina","Central Midfield",25,"RCD Mallorca","LaLiga2","Villarreal CF","LaLiga","2013",4,5,1,"Big5 B","Big5"
"3412","Aleksey Ionov","Right Winger",24,"Kuban Krasnodar","Russian Premier Liga","Anzhi","Russian Premier Liga","2013",4,5,1,"Europe","Europe"
"3413","Aleksey Ionov","Right Winger",24,"Anzhi","Russian Premier Liga","Dinamo Moscow","Russian Premier Liga","2013",4,5,1,"Europe","Europe"
"3414","Ja-cheol Koo","Attacking Midfield",24,"VfL Wolfsburg","Bundesliga","1.FSV Mainz 05","Bundesliga","2013",4,5,1,"Big5","Big5"
"3415","Pavel Mamaev","Central Midfield",25,"CSKA Moscow","Russian Premier Liga","Krasnodar","Russian Premier Liga","2013",3.7,5,1.3,"Europe","Europe"
"3416","Martín Demichelis","Centre-Back",32,"Atlético Madrid","LaLiga","Man City","Premier League","2013",3,5,2,"Big5","Big5"
"3417","Paul-Georges Ntep","Left Winger",21,"AJ Auxerre","Ligue 2","Stade Rennais","Ligue 1","2013",3,5,2,"Big5 B","Big5"
"3418","Aleksandar Mitrovic","Centre-Forward",18,"Partizan","SuperLiga","RSC Anderlecht","Jupiler Pro League","2013",3,5,2,"Europe","Europe"
"3419","Faouzi Ghoulam","Left-Back",23,"Saint-étienne","Ligue 1","SSC Napoli","Serie A","2013",3,5,2,"Big5","Big5"
"3420","Chris Mavinga","Left-Back",22,"Stade Rennais","Ligue 1","Rubin Kazan","Russian Premier Liga","2013",2.5,5,2.5,"Big5","Europe"
"3421","Rodrigo Moledo","Centre-Back",25,"Internacional","Serie A","Metalist","Ukranian Premier Liga","2013",2.5,5,2.5,"Big5","Europe"
"3422","Raman Chibsah","Central Midfield",20,"Parma","Serie A","Sassuolo","Serie A","2013",1.5,5,3.5,"Big5","Big5"
"3423","Emre Can","Defensive Midfield",19,"Bayern Munich ","Bundesliga","Bay. Leverkusen","Bundesliga","2013",1.5,5,3.5,"Big5","Big5"
"3424","Myeong-ju Lee","Defensive Midfield",24,"Pohang Steelers"," Korea, South","Al-Ain FC","UAE Gulf League","2013",1,5,4,"Asia Africa","Asia Africa"
