"","Position","Age","Team_from","Team_to","Season","Market_value","Transfer_fee","Price_diff"
"2495","Attacking Midfield",21,"Werder Bremen","Real Madrid","2010",27,18,-9
"2496","Centre-Forward",26,"Sampdoria","Inter","2010",19,18,-1
"2497","Left Winger",26,"Man City","AC Milan","2010",15,18,3
"2498","Defensive Midfield",23,"TSG Hoffenheim","Bayern Munich ","2010",6.5,17,10.5
"2499","Centre-Forward",24,"Toulouse","Marseille","2010",14.5,16,1.5
"2500","Centre-Forward",24,"Stade Rennais","Sunderland","2010",11,16,5
"2501","Attacking Midfield",25,"Juventus","VfL Wolfsburg","2010",24,15.5,-8.5
"2502","Centre-Forward",23,"OGC Nice","Marseille","2010",12,15.5,3.5
"2503","Centre-Back",23,"Bari","Juventus","2010",8,15.5,7.5
"2504","Central Midfield",25,"CSKA Moscow","Juventus","2010",15,15,0
"2505","Centre-Back",23,"FC Barcelona","Shakhtar D.","2010",8,15,7
"2506","Central Midfield",23,"VfB Stuttgart","Real Madrid","2010",18,14,-4
"2507","Centre-Forward",27,"AC Milan","FC Schalke 04","2010",13,14,1
"2508","Attacking Midfield",25,"S?o Paulo","Lazio","2010",9,13.5,4.5
"2509","Central Midfield",27,"FC Porto","Liverpool","2010",11,13,2
"2510","Centre-Back",21,"Hamburger SV","Man City","2010",15,12.5,-2.5
"2511","Centre-Back",24,"FC Lorient","Arsenal","2010",5,12.5,7.5
"2512","Centre-Back",21,"US Palermo","VfL Wolfsburg","2010",12,12,0
"2513","Centre-Forward",25,"Rubin Kazan","Zenit S-Pb","2010",10,12,2
"2514","Left-Back",24,"Dep. La Coru?a","Atlético Madrid","2010",10,12,2
"2515","Right Winger",27,"Catania","Juventus","2010",8,12,4
"2516","Right Winger",24,"Celtic","Spartak Moscow","2010",8,12,4
"2517","Central Midfield",23,"Sporting CP","FC Porto","2010",14.5,11,-3.5
"2518","Attacking Midfield",24,"Atlético Madrid","FC Schalke 04","2010",13,11,-2
"2519","Centre-Forward",22,"BSC Young Boys","CSKA Moscow","2010",8,11,3
"2520","Attacking Midfield",20,"Internacional","Dnipro","2010",8,11,3
"2521","Attacking Midfield",27,"Real Madrid","Spurs","2010",15,10.5,-4.5
"2522","Centre-Forward",25,"Getafe CF","Valencia CF","2010",10,10,0
"2523","Defensive Midfield",21,"Internacional","Spurs","2010",9,10,1
"2524","Right Winger",23,"Getafe CF","Real Madrid","2010",8,10,2
"2525","Defensive Midfield",22,"Corinthians","Anzhi","2010",6.5,10,3.5
"2526","Centre-Back",26,"Espanyol","Spartak Moscow","2010",6,10,4
"2527","Attacking Midfield",24,"Man City","Aston Villa","2010",13,9.7,-3.3
"2528","Centre-Forward",25,"Sunderland","Stoke City","2010",10,9.7,-0.300000000000001
"2529","Left-Back",25,"Sevilla FC","FC Barcelona","2010",20,9.5,-10.5
"2530","Centre-Back",23,"Genoa","Rubin Kazan","2010",6.5,9.5,3
"2531","Right Winger",23,"Man Utd","CSKA Moscow","2010",5.5,9.5,4
"2532","Defensive Midfield",24,"Sporting CP","Genoa","2010",11.5,9,-2.5
"2533","Centre-Forward",30,"Marseille","Fenerbahce","2010",11,9,-2
"2534","Centre-Forward",25,"VfL Wolfsburg","Rubin Kazan","2010",10.5,9,-1.5
"2535","Left Winger",20,"Vit. Guimar?es","Man Utd","2010",0.1,8.8,8.7
"2536","Attacking Midfield",22,"Lanús","Metalist","2010",4,8.7,4.7
"2537","Attacking Midfield",28,"VfL Wolfsburg","Galatasaray","2010",14.5,8.5,-6
"2538","Centre-Forward",28,"Genoa","Lazio","2010",10,8.5,-1.5
"2539","Centre-Back",21,"Espanyol","SSC Napoli","2010",4,8.5,4.5
"2540","Goalkeeper",24,"Atlético Madrid","Benfica","2010",2,8.5,6.5
"2541","Left Winger",22,"Boca Juniors","Benfica","2010",5,8.4,3.4
"2542","Right Winger",28,"Galatasaray","Al Sadd","2010",10,8.15,-1.85
"2543","Centre-Forward",19,"Santos FC","Dynamo Kyiv","2010",4,8.1,4.1
"2544","Centre-Back",32,"Chelsea","Real Madrid","2010",17.5,8,-9.5
"2545","Right-Back",24,"FC Schalke 04","Genoa","2010",12,8,-4
"2546","Centre-Back",24,"Villarreal CF","Atlético Madrid","2010",12,8,-4
"2547","Attacking Midfield",26,"Loko Moscow","Dynamo Kyiv","2010",10,8,-2
"2548","Attacking Midfield",26,"RSC Anderlecht","Anzhi","2010",9,8,-1
"2549","Centre-Back",29,"Inter","AS Roma","2010",7,8,1
"2550","Centre-Forward",25,"Stade Rennais","Al-Nasr","2010",6,8,2
"2551","Centre-Back",20,"Fulham","Man Utd","2010",2,8,6
"2552","Centre-Forward",30,"Sevilla FC","S?o Paulo","2010",8,7.6,-0.4
"2553","Centre-Back",26,"FC Schalke 04","Hamburger SV","2010",9,7.5,-1.5
"2554","Central Midfield",23,"Santos FC","Werder Bremen","2010",6,7.5,1.5
"2555","Centre-Forward",22,"Chivas","Man Utd","2010",6,7.5,1.5
"2556","Attacking Midfield",18,"CA Banfield","FC Porto","2010",2.5,7.35,4.85
"2557","Right Winger",26,"Inter","Besiktas","2010",12,7.3,-4.7
"2558","Centre-Forward",27,"Arsenal","Shakhtar D.","2010",10.5,7.2,-3.3
"2559","Centre-Forward",23,"Burnley","Wolves","2010",4.5,7.2,2.7
"2560","Right Winger",30,"Liverpool","Chelsea","2010",10.5,7,-3.5
"2561","Attacking Midfield",26,"Paris SG","Sunderland","2010",8.5,7,-1.5
"2562","Centre-Forward",29,"Valencia CF","Birmingham","2010",8,7,-1
"2563","Centre-Forward",24,"Standard Liège","Monaco","2010",8,7,-1
"2564","Right Winger",22,"Inter","Sampdoria","2010",7.5,7,-0.5
"2565","Left Winger",24,"Dinamo Zagreb","VfL Wolfsburg","2010",7.5,7,-0.5
"2566","Central Midfield",25,"Corinthians","Atlético Madrid","2010",7,7,0
"2567","Left Winger",24,"Liverpool","TSG Hoffenheim","2010",6.5,7,0.5
"2568","Central Midfield",24,"Torino","Parma","2010",5,7,2
"2569","Centre-Forward",27,"RB Salzburg","FC Twente","2010",4.5,7,2.5
"2570","Centre-Back",27,"Udinese Calcio","Zenit S-Pb","2010",3.8,7,3.2
"2571","Left-Back",23,"Parma","Genoa","2010",3.5,7,3.5
"2572","Centre-Forward",22,"Shakhtar D.","Dnipro","2010",3,7,4
"2573","Goalkeeper",27,"Man Utd","Birmingham","2010",3,7,4
"2574","Right-Back",21,"Brescia","Parma","2010",1.5,7,5.5
"2575","Centre-Back",30,"Sevilla FC","Arsenal","2010",8,6.5,-1.5
"2576","Right Winger",23,"AS Nancy","Fenerbahce","2010",6.5,6.5,0
"2577","Central Midfield",25,"Montpellier","Valencia CF","2010",6.4,6.5,0.0999999999999996
"2578","Centre-Forward",26,"Montpellier","Stade Rennais","2010",4,6.5,2.5
"2579","Centre-Forward",19,"Inter U19","Genoa","2010",1,6.5,5.5
"2580","Centre-Back",25,"Udinese Calcio","Fiorentina","2010",6.5,6.3,-0.2
"2581","Left Winger",22,"Internacional","Metalist","2010",1.2,6.3,5.1
"2582","Defensive Midfield",27,"Olympique Lyon","Aston Villa","2010",7.5,6.2,-1.3
"2583","Left Winger",21,"FC Twente","Werder Bremen","2010",6.5,6.2,-0.3
"2584","Left Winger",28,"Liverpool","Olympiacos","2010",14,6,-8
"2585","Attacking Midfield",29,"Spartak Moscow","Corinthians","2010",8,6,-2
"2586","Centre-Forward",24,"Stade Rennais","Olympique Lyon","2010",7.8,6,-1.8
"2587","Central Midfield",23,"AZ Alkmaar","Fulham","2010",7.5,6,-1.5
"2588","Left Winger",26,"Genoa","Parma","2010",7,6,-1
"2589","Attacking Midfield",23,"Marseille","Newcastle","2010",7,6,-1
"2590","Right-Back",20,"CA Osasuna","Marseille","2010",7,6,-1
"2591","Right-Back",26,"Sevilla FC","Genoa","2010",6,6,0
"2592","Attacking Midfield",19,"Racing","Real Madrid","2010",6,6,0
"2593","Centre-Forward",20,"Internacional","FC Porto","2010",5,6,1
"2594","Second Striker",22,"Dynamo Kyiv","Atlético-MG","2010",4.8,6,1.2
"2595","Centre-Forward",20,"CFR Cluj","Kuban Krasnodar","2010",4,6,2
"2596","Attacking Midfield",26,"Al-Ain FC","Palmeiras","2010",3,6,3
"2599","Attacking Midfield",21,"Metalurh D.","Shakhtar D.","2010",4,5.85,1.85
"2600","Central Midfield",23,"Portsmouth","Genoa","2010",4,5.7,1.7
"2601","Defensive Midfield",23,"Hertha BSC","Hamburger SV","2010",8.5,5.5,-3
"2602","Defensive Midfield",24,"Galatasaray","Valencia CF","2010",7.5,5.5,-2
"2603","Central Midfield",24,"Atalanta","Sevilla FC","2010",5.5,5.5,0
"2604","Left Winger",20,"Chelsea","Fenerbahce","2010",4.5,5.5,1
"2605","Centre-Forward",21,"Arsenal FC","Benfica","2010",2.2,5.5,3.3
"2606","Defensive Midfield",30,"Juventus","Liverpool","2010",5.5,5.48,-0.0199999999999996
"2607","Right Winger",21,"FC Basel","Dnipro","2010",4.5,5.3,0.8
"2608","Attacking Midfield",20,"Reading","TSG Hoffenheim","2010",5,5.2,0.2
"2609","Centre-Forward",24,"FC Empoli","Sampdoria","2010",3,5.2,2.2
"2610","Centre-Forward",26,"Grosseto","US Palermo","2010",2.5,5.1,2.6
"2611","Attacking Midfield",29,"Monaco","Paris SG","2010",10,5,-5
"2612","Centre-Forward",26,"Bay. Leverkusen","VfL Wolfsburg","2010",8.5,5,-3.5
"2613","Centre-Forward",25,"AZ Alkmaar","AFC Ajax","2010",7.5,5,-2.5
"2614","Attacking Midfield",25,"Hajduk Split","Loko Moscow","2010",6.5,5,-1.5
"2615","Centre-Back",25,"Valencia CF","Sevilla FC","2010",6,5,-1
"2616","Centre-Forward",25,"1.FSV Mainz 05","Al-Ahli (UAE)","2010",5.5,5,-0.5
"2617","Centre-Forward",25,"Atlético-MG","Anzhi","2010",4.5,5,0.5
"2618","Centre-Forward",23,"FCS Bucharest","Galatasaray","2010",3.7,5,1.3
"2619","Right Winger",23,"Lens","Stade Rennais","2010",3.6,5,1.4
"2620","Goalkeeper",26,"Aalesund","Man Utd","2010",3.2,5,1.8
"2621","Centre-Back",23,"UD Almería","Genoa","2010",3,5,2
"2622","Centre-Forward",21,"Vélez Sarsfield","Metalist","2010",3,5,2
"2623","Centre-Back",19,"Boca Juniors","US Palermo","2010",1.5,5,3.5
"2624","Second Striker",31,"Krasnodar","Anzhi","2010",1,5,4
"2625","Centre-Forward",25,"Novara","US Palermo","2010",0.4,5,4.6
"2626","Centre-Forward",24,"Rapid Vienna","Rangers","2010",2.5,4.9,2.4
"2627","Right Winger",23,"UNAM Pumas","West Ham","2010",3.5,4.8,1.3
"2628","Left-Back",26,"América","Birmingham","2010",2.5,4.8,2.3
"2629","Centre-Forward",21,"Lech Poznan","Bor. Dortmund","2010",4.5,4.75,0.25
"2630","Second Striker",21,"Sampdoria","Atalanta","2010",4,4.7,0.7
"2631","Centre-Forward",24,"Bologna","Espanyol","2010",4,4.6,0.6
"2632","Centre-Back",26,"Sunderland","Galatasaray","2010",12,4.5,-7.5
"2633","Central Midfield",28,"Udinese Calcio","Fiorentina","2010",10,4.5,-5.5
"2634","Attacking Midfield",28,"Galatasaray","Dinamo Moscow","2010",9,4.5,-4.5
"2635","Second Striker",24,"Udinese Calcio","Bari","2010",8,4.5,-3.5
"2636","Goalkeeper",27,"Braga","Genoa","2010",7.8,4.5,-3.3
"2637","Left Winger",29,"Stoke City","VfL Wolfsburg","2010",6.5,4.5,-2
"2638","Right Winger",27,"Valenciennes FC","G. Bordeaux","2010",5,4.5,-0.5
"2639","Centre-Back",22,"Genoa","AC Milan","2010",5,4.5,-0.5
"2640","Goalkeeper",33,"AC Milan","Juventus","2010",1.5,4.5,3
"2641","Centre-Back",24,"Desp. Brasil","Benfica","2010",0.2,4.48,4.28
"2642","Centre-Forward",30,"Siena","US Palermo","2010",4.5,4.4,-0.0999999999999996
"2643","Centre-Forward",21,"Genoa","AC Milan","2010",4.8,4.35,-0.45
"2644","Centre-Forward",29,"RCD Mallorca","Valencia CF","2010",7,4.3,-2.7
"2645","Centre-Forward",29,"Gamba Osaka","El-Jaish","2010",1,4.3,3.3
"2646","Defensive Midfield",24,"FC Twente","Newcastle","2010",3.5,4.28,0.78
"2647","Right-Back",25,"CA Osasuna","Atlético Madrid","2010",6,4.25,-1.75
"2648","Right Winger",17,"Quilmes","FC Porto","2010",0.1,4.25,4.15
"2649","Right Winger",22,"Parma","Inter","2010",7.5,4.2,-3.3
"2650","Centre-Forward",24,"Metalist","Trabzonspor","2010",6,4.2,-1.8
"2651","Left-Back",28,"Portsmouth","Al Sadd","2010",5.5,4.2,-1.3
"2652","Second Striker",23,"FC Empoli","Brescia","2010",3,4.2,1.2
"2653","Centre-Back",22,"FC Midtjylland","West Ham","2010",1.5,4.2,2.7
"2654","Centre-Forward",19,"Pe?arol","Genoa","2010",0.3,4.2,3.9
"2655","Right-Back",29,"Stade Rennais","Marseille","2010",7.5,4,-3.5
"2656","Defensive Midfield",25,"Fiorentina","Internacional","2010",5.5,4,-1.5
"2657","Centre-Back",23,"OGC Nice","Stade Rennais","2010",5,4,-1
"2658","Left-Back",23,"Dinamo Moscow","Spartak Moscow","2010",5,4,-1
"2659","Centre-Back",22,"Vélez Sarsfield","FC Porto","2010",5,4,-1
"2660","Centre-Forward",27,"Standard Liège","Bor. M'gladbach","2010",4.5,4,-0.5
"2661","Right-Back",23,"Dinamo Moscow","Spartak Moscow","2010",4.5,4,-0.5
"2662","Left Winger",24,"TSG Hoffenheim","Botafogo","2010",4.5,4,-0.5
"2663","Centre-Back",25,"Aston Villa","Birmingham","2010",4.5,4,-0.5
"2664","Centre-Forward",26,"Racing","Standard Liège","2010",4,4,0
"2665","Left-Back",29,"Fulham","Liverpool","2010",3.5,4,0.5
"2666","Right-Back",26,"FC Twente","Wigan","2010",3.5,4,0.5
"2667","Centre-Forward",25,"Partizan","GZ Evergrande","2010",3.5,4,0.5
"2668","Attacking Midfield",22,"Newell's","Blackburn","2010",3.5,4,0.5
"2669","Right Winger",23,"AS Roma","Fiorentina","2010",3.5,4,0.5
"2670","Left-Back",23,"Hajduk Split","Dnipro","2010",3,4,1
"2671","Centre-Forward",22,"Sparta Praha","Vitesse","2010",2.5,4,1.5
"2672","Central Midfield",23,"Sparta Praha","Genoa","2010",2.3,4,1.7
"2673","Defensive Midfield",20,"VfB Stuttgart","TSG Hoffenheim","2010",1.5,4,2.5
"2674","Left-Back",21,"Espanyol","AC Milan","2010",0.8,4,3.2
"2675","Right Winger",18,"Fluminense","Arsenal","2010",0.8,4,3.2
"2676","Central Midfield",17,"Inter U19","Milan U19","2010",0.3,4,3.7
"2679","Left-Back",26,"Juventus","VfB Stuttgart","2010",5,3.9,-1.1
"2680","Left Winger",32,"CF Pachuca","Tigres UANL","2010",2.3,3.9,1.6
"2681","Centre-Back",23,"Wisla Kraków","PSV Eindhoven","2010",3.2,3.8,0.6
"2682","Centre-Back",22,"Slavia Prag","Spartak Moscow","2010",2.5,3.8,1.3
"2683","Centre-Back",21,"Juventus","Cagliari Calcio","2010",1.3,3.8,2.5
"2684","Centre-Forward",23,"Cittadella","Atalanta","2010",1.1,3.8,2.7
"2685","Central Midfield",25,"Kasimpasa","Galatasaray","2010",3,3.75,0.75
"2686","Centre-Forward",25,"Estudiantes","Wigan","2010",7.5,3.7,-3.8
"2687","Left Winger",28,"Everton","Spurs","2010",9.5,3.6,-5.9
"2688","Left Midfield",28,"Hull City","Wolves","2010",5,3.6,-1.4
"2689","Attacking Midfield",27,"Desp. Brasil","Metalist","2010",4,3.6,-0.4
"2690","Attacking Midfield",20,"Colón","Dynamo Kyiv","2010",4,3.6,-0.4
"2691","Second Striker",25,"CA Banfield","Málaga CF","2010",2.5,3.6,1.1
"2692","Centre-Back",23,"Portsmouth","Stoke City","2010",2.5,3.6,1.1
"2693","Attacking Midfield",25,"Loko Moscow","Gaziantepspor","2010",2,3.6,1.6
"2694","Centre-Forward",20,"Sunderland","Leicester","2010",0.9,3.6,2.7
"2695","Right Winger",23,"Chiapas FC","Tigres UANL","2010",5,3.5,-1.5
"2696","Left-Back",27,"Wolves","Standard Liège","2010",4.5,3.5,-1
"2697","Right Winger",22,"AZ Alkmaar","PSV Eindhoven","2010",4.5,3.5,-1
"2698","Right Winger",28,"Marseille","Al Duhail","2010",4,3.5,-0.5
"2699","Centre-Forward",26,"Bor. Dortmund","Hércules CF","2010",4,3.5,-0.5
"2700","Right Winger",22,"Elfsborg","FC Twente","2010",3,3.5,0.5
"2701","Centre-Back",24,"FC Bayern II","VfB Stuttgart","2010",3,3.5,0.5
"2702","Defensive Midfield",23,"S?o Paulo","Santos FC","2010",2.5,3.5,1
"2703","Centre-Forward",22,"OGC Nice","G. Bordeaux","2010",2.3,3.5,1.2
"2704","Right Winger",23,"Independiente","Gaziantepspor","2010",1.8,3.5,1.7
"2705","Goalkeeper",21,"Atlético-PR","Fiorentina","2010",1.8,3.5,1.7
"2706","Centre-Forward",21,"Desp. Brasil","RB Salzburg","2010",1.5,3.5,2
"2707","Centre-Forward",20,"UD Las Palmas","Málaga CF","2010",1,3.5,2.5
"2708","Defensive Midfield",27,"Palmeiras","Fluminense","2010",2.5,3.4,0.9
"2709","Centre-Back",22,"Vélez Sarsfield","Sporting CP","2010",0.7,3.4,2.7
"2710","Attacking Midfield",19,"Pe?arol","Bologna","2010",0.7,3.36,2.66
"2711","Central Midfield",29,"Atalanta","Sporting CP","2010",4,3.3,-0.7
"2712","Right Winger",26,"Ipswich","Stoke City","2010",1.75,3.3,1.55
"2713","Left-Back",26,"RSC Anderlecht","Wolves","2010",4.5,3.25,-1.25
"2714","Attacking Midfield",24,"Atl. Nacional","Racing Club","2010",2,3.2,1.2
"2715","Attacking Midfield",26,"Inter","Ternana","2010",4,3.18,-0.82
"2716","Goalkeeper",17,"Metalurh Z.","Dynamo Kyiv","2010",0.7,3.1,2.4
"2717","Left Winger",29,"Genoa","Lazio","2010",5,3,-2
"2718","Attacking Midfield",30,"AC Milan","Flamengo","2010",27.5,3,-24.5
"2719","Left Midfield",24,"PSV Eindhoven","FC Barcelona","2010",10,3,-7
"2720","Right Winger",29,"Loko Moscow","West Brom","2010",5.8,3,-2.8
"2721","Attacking Midfield",22,"US Palermo","Paris SG","2011",21,42,21
"2722","Centre-Forward",23,"Atlético Madrid","Man City","2011",36,40,4
"2723","Centre-Forward",25,"FC Porto","Atlético Madrid","2011",25,40,15
"2724","Central Midfield",24,"Arsenal","FC Barcelona","2011",54,34,-20
"2725","Goalkeeper",25,"FC Schalke 04","Bayern Munich ","2011",28,30,2
"2726","Left-Back",23,"Benfica","Real Madrid","2011",24,30,6
"2727","Left Winger",24,"Arsenal","Man City","2011",26,27.5,1.5
"2728","Centre-Forward",30,"Inter","Anzhi","2011",42,27,-15
"2729","Attacking Midfield",23,"Valencia CF","Chelsea","2011",26,26.7,0.699999999999999
"2730","Left Winger",22,"Udinese Calcio","FC Barcelona","2011",25,26,1
"2731","Goalkeeper",20,"Atlético Madrid","Man Utd","2011",12,25,13
"2732","Centre-Forward",29,"FC Barcelona","AC Milan","2011",35,24,-11
"2733","Central Midfield",26,"Villarreal CF","Málaga CF","2011",18,23,5
"2734","Left Midfield",26,"Aston Villa","Liverpool","2011",12,22.8,10.8
"2735","Centre-Back",19,"Blackburn","Man Utd","2011",3.5,19.3,15.8
"2736","Left Winger",25,"Anzhi","Dinamo Moscow","2011",14,19,5
"2737","Left Midfield",25,"Aston Villa","Man Utd","2011",18,18,0
"2738","Defensive Midfield",27,"Udinese Calcio","SSC Napoli","2011",15,18,3
"2739","Central Midfield",21,"Sunderland","Liverpool","2011",8.5,18,9.5
"2740","Right Winger",19,"River Plate","AS Roma","2011",5,17,12
"2741","Centre-Forward",25,"Espanyol","AS Roma","2011",10,16,6
"2742","Centre-Forward",26,"Cagliari Calcio","Juventus","2011",16.5,15.5,-1
"2743","Left Winger",18,"Genoa","AC Milan","2011",7,15.5,8.5
"2744","Second Striker",27,"AS Roma","Juventus","2011",22,15,-7
"2745","Centre-Forward",18,"RSC Anderlecht","Chelsea","2011",15,15,0
"2746","Left-Back",24,"Genoa","Zenit S-Pb","2011",12.5,15,2.5
"2747","Left Midfield",27,"Chelsea","Anzhi","2011",12,15,3
"2748","Left Winger",24,"PSV Eindhoven","Anzhi","2011",14,14,0
"2749","Centre-Back",27,"Blackburn","Anzhi","2011",12,14,2
"2750","Right Midfield",17,"Southampton","Arsenal","2011",2.5,13.8,11.3
"2751","Central Midfield",28,"Liverpool","Chelsea","2011",16,13.5,-2.5
"2752","Centre-Back",22,"Man City","Bayern Munich ","2011",15,13.5,-1.5
"2753","Central Midfield",22,"Braga","Atlético Madrid","2011",7.5,13.5,6
"2754","Centre-Forward",22,"U. de Chile","SSC Napoli","2011",6,13.5,7.5
"2755","Left Winger",24,"Galatasaray","Atlético Madrid","2011",15.5,13,-2.5
"2756","Right-Back",19,"Santos FC","FC Porto","2011",5,13,8
"2757","Attacking Midfield",24,"Dynamo Kyiv","Rubin Kazan","2011",6.5,12.9,6.4
"2758","Central Midfield",24,"Bay. Leverkusen","Juventus","2011",20,12.5,-7.5
"2759","Centre-Forward",24,"US Palermo","SSC Napoli","2011",24.5,12,-12.5
"2760","Left Winger",24,"LOSC Lille","Arsenal","2011",16,12,-4
"2761","Central Midfield",29,"Everton","Arsenal","2011",15,12,-3
"2762","Second Striker",20,"FC Barcelona","AS Roma","2011",15,12,-3
"2763","Centre-Forward",26,"SC Freiburg","Newcastle","2011",13.5,12,-1.5
"2764","Left Midfield",26,"FC Twente","Fulham","2011",12.5,12,-0.5
"2765","Centre-Back",20,"Partizan","Man City","2011",6,12,6
"2766","Defensive Midfield",29,"Inter","Paris SG","2011",15,11.5,-3.5
"2767","Centre-Back",26,"Werder Bremen","Arsenal","2011",10,11.3,1.3
"2768","Centre-Forward",30,"Spurs","Stoke City","2011",10,11.3,1.3
"2769","Defensive Midfield",27,"Olympique Lyon","Málaga CF","2011",18,11,-7
"2770","Centre-Forward",24,"FC Lorient","Paris SG","2011",13.5,11,-2.5
"2771","Central Midfield",21,"Olympique Lyon","AS Roma","2011",9,11,2
"2772","Right Winger",25,"Wigan","Aston Villa","2011",9,10.8,1.8
"2773","Centre-Forward",28,"SSC Napoli","Juventus","2011",17.5,10.5,-7
"2774","Attacking Midfield",23,"Vélez Sarsfield","Inter","2011",3.5,10.5,7
"2775","Defensive Midfield",22,"Bor. Dortmund","Real Madrid","2011",20,10,-10
"2776","Centre-Forward",29,"AC Milan","AS Roma","2011",13,10,-3
"2777","Centre-Forward",26,"LOSC Lille","Fenerbahce","2011",12,10,-2
"2778","Centre-Forward",27,"CSKA Moscow","Flamengo","2011",12,10,-2
"2779","Centre-Forward",24,"Fenerbahce","Spartak Moscow","2011",6,10,4
"2780","Goalkeeper",19,"VfB Stuttgart","Bay. Leverkusen","2011",5,10,5
"2781","Centre-Back",18,"Lens","Real Madrid","2011",4,10,6
"2782","Right-Back",27,"Lazio","Juventus","2011",9,9.93,0.93
"2783","Left-Back",20,"Maldonado","FC Porto","2011",1.8,9.6,7.8
"2784","Defensive Midfield",26,"Spurs","Stoke City","2011",14,9,-5
"2785","Left Winger",24,"Hamburger SV","Juventus","2011",12.5,9,-3.5
"2786","Defensive Midfield",23,"VfB Stuttgart","VfL Wolfsburg","2011",10,9,-1
"2787","Central Midfield",22,"Standard Liège","Benfica","2011",10,9,-1
"2788","Centre-Back",24,"Udinese Calcio","Villarreal CF","2011",9,9,0
"2789","Attacking Midfield",24,"Saint-étienne","LOSC Lille","2011",9,9,0
"2790","Goalkeeper",31,"Fiorentina","Genoa","2011",8.5,9,0.5
"2791","Centre-Forward",30,"Spurs","Loko Moscow","2011",8.5,9,0.5
"2792","Centre-Forward",24,"Karabükspor","Fenerbahce","2011",6,9,3
"2793","Centre-Forward",22,"FC Sochaux","Dynamo Kyiv","2011",6,9,3
"2794","Central Midfield",25,"Parma","SSC Napoli","2011",5,9,4
"2795","Centre-Forward",18,"Ipswich","Sunderland","2011",4,9,5
"2796","Centre-Back",26,"Bologna","SSC Napoli","2011",3.5,9,5.5
"2797","Goalkeeper",19,"KRC Genk","Chelsea","2011",4,8.95,4.95
"2798","Central Midfield",26,"Atlético Madrid","Sporting CP","2011",7,8.85,1.85
"2799","Goalkeeper",25,"Benfica","Real Zaragoza","2011",5.6,8.6,3
"2800","Left Winger",20,"1.FSV Mainz 05","Bay. Leverkusen","2011",12.5,8.5,-4
"2801","Goalkeeper",26,"Inter","US Palermo","2011",10,8.5,-1.5
"2802","Left-Back",19,"FC Zürich","VfL Wolfsburg","2011",7.5,8.5,1
"2803","Centre-Forward",24,"FC Utrecht","PSV Eindhoven","2011",6,8.5,2.5
"2804","Centre-Back",26,"Bolton","Chelsea","2011",13,8.4,-4.6
"2805","Central Midfield",25,"Blackpool","Liverpool","2011",4.5,8.4,3.9
"2806","Attacking Midfield",28,"Fluminense","GZ Evergrande","2011",6,8.2,2.2
